hour,day_of_week,previous_occupancy,current_occupancy,traffic_level,weather,event_level,parking_price,total_spaces,occupancy_percentage
14,0,20.08,29.92,2,1,1,4.19,107,29.28
13,5,41.02,43.6,3,0,1,4.29,95,36.33
4,0,18.16,16.43,1,3,3,6.27,54,24.97
8,4,57.94,61.79,0,0,3,1.94,126,53.57
8,1,31.64,34.23,0,2,3,3.77,25,36.98
2,6,59.66,51.03,3,0,0,2.99,81,37.13
8,2,78.11,94.5,3,0,3,4.4,96,85.39
3,0,60.97,43.44,2,3,0,6.48,131,25.55
10,6,23.71,25.93,3,0,0,6.32,70,27.22
20,0,74.89,74.29,2,1,2,2.97,24,62.79
17,6,54.93,73.89,3,1,0,4.69,29,54.99
6,6,62.53,45.1,3,0,0,6.15,78,41.34
13,0,9.59,18.41,1,1,2,4.69,80,16.32
21,2,55.87,38.06,0,0,0,5.72,50,23.66
22,1,76.38,75.92,2,3,3,2.5,20,76.81
7,6,45.72,46.26,1,2,0,5.22,46,35.84
7,1,52.17,41.18,0,0,0,2.65,109,28.49
1,3,43.62,46.08,1,3,3,3.93,91,29.44
18,6,27.1,42.04,3,3,0,3.28,36,47.23
6,3,52.06,46.12,0,3,1,3.5,26,37.86
8,5,64.49,54.32,2,3,2,5.21,143,41.66
9,5,80.48,85.74,3,0,1,7.23,138,56.93
2,2,15.28,15.59,1,2,1,7.05,87,6.99
2,3,23.71,19.84,1,2,2,3.77,55,24.85
13,2,19.86,36.4,2,2,2,2.83,105,37.01
10,1,90.54,85.08,0,3,2,5.23,20,62.56
7,4,30.14,31.37,0,0,2,5.91,53,18.27
19,3,17.14,41.09,1,3,3,5.51,42,35.36
5,5,32.68,0.89,0,2,1,4.2,60,0.0
9,1,85.86,92.79,3,1,1,5.04,61,74.08
7,2,84.33,76.43,0,2,3,7.41,150,55.93
11,6,46.92,32.85,0,3,2,1.95,66,26.41
3,6,37.01,11.56,1,1,0,6.42,91,0.0
23,5,67.88,55.27,2,1,1,3.04,11,41.56
7,4,15.03,11.75,2,0,0,5.2,16,7.84
5,0,68.69,62.66,0,3,3,7.02,36,38.44
16,3,27.67,37.8,1,2,1,6.77,67,26.7
13,2,90.06,61.66,0,1,2,1.77,85,44.44
17,1,19.82,23.7,0,2,3,6.98,136,18.54
23,5,40.89,50.46,3,1,1,4.39,47,36.88
16,3,57.18,71.32,2,0,0,1.77,97,59.9
11,0,63.05,71.96,2,2,3,2.7,60,59.36
7,0,13.43,21.49,0,1,2,4.62,80,22.52
14,0,93.44,96.41,2,2,2,2.33,105,77.28
21,4,23.62,33.38,1,2,3,2.54,132,41.62
13,1,26.93,39.55,3,3,2,6.68,115,42.43
13,2,38.77,32.86,2,1,0,2.39,43,30.88
2,6,44.21,41.85,2,3,2,6.52,85,28.68
10,1,5.03,8.48,1,1,0,4.66,60,0.37
17,3,17.83,38.75,0,1,3,2.44,69,50.78
19,2,69.78,74.59,0,1,3,6.52,120,61.0
21,1,57.42,67.33,2,1,3,2.68,69,53.71
15,5,15.63,30.04,0,3,3,1.97,73,31.1
22,1,50.84,50.16,2,3,2,7.29,51,37.47
1,5,24.34,18.45,2,3,2,4.04,68,29.76
14,0,33.01,31.9,1,0,3,6.15,149,14.78
6,4,86.95,62.78,0,1,2,5.43,58,44.35
8,4,44.81,61.12,3,1,3,5.84,28,57.38
22,5,20.33,43.67,2,0,2,3.58,10,35.45
16,1,14.46,51.43,3,3,0,2.81,122,38.56
10,4,19.23,11.25,0,1,2,4.44,28,25.08
22,4,62.31,59.65,2,3,3,5.03,52,54.52
9,5,52.18,61.77,2,1,3,6.01,19,57.98
23,6,69.87,58.94,1,0,3,5.34,131,53.47
7,6,55.26,62.57,2,1,3,4.55,21,65.7
6,4,13.22,18.57,2,3,0,7.25,141,13.28
15,4,77.67,66.67,2,0,2,3.57,98,56.88
22,1,49.96,42.05,1,2,0,2.08,97,29.06
1,0,11.19,0.0,0,1,1,7.4,66,0.0
17,1,24.1,15.26,0,3,0,5.6,127,20.43
9,5,7.94,6.58,0,3,0,5.35,30,6.33
20,1,46.97,48.11,1,0,2,2.14,131,36.62
18,0,52.93,71.24,3,3,3,6.21,149,66.62
4,3,71.9,51.02,3,0,0,5.03,55,48.25
16,0,91.17,100.0,3,1,3,4.77,99,80.54
23,1,10.18,18.26,2,3,0,4.86,22,6.17
3,1,75.5,64.53,3,2,0,3.25,35,57.51
18,0,32.88,47.29,2,1,1,3.4,145,41.4
2,0,65.61,50.77,3,1,0,4.93,83,34.39
3,5,43.04,26.9,0,0,2,3.23,114,16.08
6,4,54.17,42.93,0,1,3,6.49,86,21.79
12,3,56.98,54.28,3,3,0,6.08,133,49.48
18,4,38.94,71.31,3,0,3,1.59,53,69.61
2,5,76.81,48.97,1,3,3,2.57,11,46.01
0,6,32.51,22.77,0,3,2,7.19,110,0.43
17,2,71.35,62.74,0,3,0,1.74,119,43.23
7,6,66.96,61.33,1,3,3,6.41,126,63.56
14,1,82.47,82.6,2,0,2,5.08,119,69.18
10,3,64.72,55.42,1,3,0,6.99,19,32.18
13,4,63.09,55.59,2,2,1,4.38,114,46.33
7,4,26.15,39.37,3,3,1,2.13,105,57.14
20,2,10.39,6.41,0,2,0,4.36,150,0.0
2,3,44.85,40.56,2,0,3,6.03,63,22.57
18,1,24.22,41.8,3,0,1,2.48,140,44.16
10,5,77.95,70.72,2,1,1,3.3,81,53.26
2,5,62.93,56.26,2,3,2,3.31,135,36.41
21,4,35.89,33.19,2,2,0,6.86,75,21.44
18,6,9.68,22.18,1,0,2,3.44,61,23.36
3,2,67.36,40.84,2,0,0,1.65,112,21.92
12,5,72.3,60.31,0,2,1,6.82,34,28.39
3,3,29.21,27.86,0,2,2,7.32,89,0.32
4,6,7.62,12.36,0,1,1,5.91,72,0.0
7,6,26.18,24.03,0,2,0,2.25,115,9.46
8,4,55.45,51.04,1,3,0,5.09,12,45.5
23,6,87.57,66.27,0,2,2,6.88,128,43.07
12,1,85.37,65.32,1,2,0,6.17,95,44.21
10,2,74.09,80.48,3,3,1,6.69,112,62.68
20,5,56.79,34.86,0,3,1,3.78,56,30.1
0,4,26.86,46.53,3,3,3,7.45,42,48.43
21,5,33.2,19.77,2,0,1,2.17,10,31.6
0,4,85.38,65.76,1,2,0,4.57,140,43.82
2,1,52.15,35.01,1,2,1,6.99,142,12.95
0,1,72.76,65.17,1,1,2,6.43,24,41.23
10,6,69.37,76.25,3,1,2,4.5,69,76.59
23,3,28.27,25.05,1,0,0,4.7,137,5.95
20,6,18.4,31.12,3,2,0,4.88,131,16.62
1,0,69.83,53.98,0,1,3,5.12,88,29.55
14,2,11.8,37.92,3,1,2,1.96,87,47.5
22,4,41.17,52.78,2,1,1,5.04,23,52.62
20,3,5.89,11.21,0,1,0,5.55,63,0.0
6,5,72.88,43.93,0,3,0,5.93,34,26.04
14,2,27.81,30.22,0,1,3,2.71,40,36.3
8,5,31.38,29.36,2,3,1,4.19,41,37.56
5,3,62.1,47.62,1,1,0,4.45,111,23.94
21,6,92.25,63.66,1,2,0,5.75,33,45.82
12,1,5.82,22.25,1,2,2,3.59,37,20.76
11,5,35.57,39.51,2,1,3,6.79,48,30.16
12,1,66.1,60.76,2,3,3,4.73,141,49.16
5,2,37.44,30.85,2,1,3,4.69,79,29.55
21,6,9.28,3.4,2,0,0,1.68,127,0.0
14,0,17.53,40.11,2,3,0,6.41,89,21.93
8,4,52.18,60.81,2,3,1,4.05,87,55.5
14,1,86.99,79.02,3,0,1,2.43,42,76.25
5,6,12.52,16.59,1,3,2,2.69,112,2.34
11,2,72.06,71.66,0,2,3,5.72,143,51.51
17,4,31.05,43.43,0,2,3,4.84,42,50.58
19,6,78.22,75.99,2,0,0,7.08,26,59.07
10,2,66.67,61.1,1,3,1,2.83,79,51.42
17,4,42.77,51.38,2,0,3,6.85,140,45.22
11,5,35.35,21.84,0,0,0,3.32,114,3.16
1,4,53.02,44.09,1,2,2,6.31,143,27.83
23,1,52.44,61.25,3,3,2,2.05,47,62.15
20,3,14.47,15.46,1,0,3,5.54,89,19.91
16,6,24.87,21.18,0,1,0,4.74,65,8.39
1,0,66.18,56.01,0,3,1,3.35,103,25.05
16,2,6.52,17.44,1,0,2,6.84,143,19.35
5,2,70.03,43.64,0,2,1,4.12,116,16.82
22,2,54.0,68.23,1,1,0,7.24,71,27.71
2,0,82.25,70.78,0,0,3,3.15,26,47.98
17,4,75.04,61.31,0,3,1,1.74,26,67.18
9,0,90.93,73.79,0,2,1,5.85,67,50.26
22,2,54.3,51.19,1,2,1,3.4,57,35.47
18,3,74.57,68.07,3,1,1,4.6,136,68.67
15,3,86.03,65.12,2,3,1,2.64,40,59.36
12,1,56.41,60.81,1,2,1,6.2,21,32.79
14,2,8.09,15.19,1,2,2,4.25,10,15.73
14,4,72.13,57.15,2,1,0,4.51,133,47.03
6,0,80.9,61.82,1,2,1,6.33,145,32.15
12,5,52.01,41.38,1,0,2,7.33,41,23.18
5,4,68.24,75.79,3,3,3,2.07,68,68.2
6,5,35.94,51.21,2,3,3,2.9,48,44.54
12,4,39.24,33.65,1,2,2,6.75,73,26.24
15,6,91.59,76.65,2,3,2,5.05,13,71.01
1,2,43.09,19.08,0,1,1,5.64,15,10.58
23,0,25.29,13.24,0,3,0,4.76,61,3.06
4,2,20.97,16.15,2,2,0,3.37,60,6.11
13,5,31.46,30.78,1,2,1,5.87,12,24.53
17,0,61.51,79.03,3,3,0,5.65,23,67.77
6,4,52.61,76.13,3,1,2,5.5,118,63.99
16,2,42.89,40.12,2,1,0,4.12,18,37.54
12,5,84.2,70.88,0,1,3,3.36,27,58.42
0,5,59.79,38.21,0,1,3,5.31,88,21.39
20,0,33.26,23.49,1,3,0,5.56,125,29.21
3,3,5.54,12.37,2,0,1,6.9,136,0.0
2,3,86.99,81.82,2,1,2,2.63,70,65.92
14,1,15.58,35.58,2,0,2,5.86,45,17.53
4,0,87.43,70.2,2,3,2,3.13,112,64.63
9,0,79.73,61.72,0,0,2,4.19,84,53.04
0,1,79.97,44.98,0,0,1,3.52,33,21.56
14,3,45.65,51.67,2,0,1,7.14,69,33.04
21,3,94.82,65.87,0,0,0,3.32,79,37.02
3,3,64.19,45.46,2,2,2,3.13,98,38.73
13,6,84.23,81.56,2,0,2,3.78,48,68.1
20,3,60.75,68.03,3,2,3,3.19,139,64.62
5,1,72.09,56.11,3,1,2,5.37,118,55.0
6,4,33.85,48.98,1,1,2,6.99,31,30.76
11,6,91.57,80.57,1,0,3,6.01,47,62.06
8,2,35.44,59.55,3,2,2,6.77,94,47.39
2,0,36.66,47.08,3,2,2,2.4,124,45.69
10,2,36.67,62.24,1,3,3,3.9,133,62.85
21,4,18.57,23.27,1,3,1,2.84,87,21.64
14,2,17.81,31.28,2,0,2,6.26,93,14.72
7,3,10.74,2.56,0,1,1,3.26,54,10.28
23,4,78.76,60.14,3,2,1,2.75,56,57.16
2,0,73.11,62.78,1,1,3,4.41,50,47.37
5,0,49.6,45.81,3,0,0,6.34,19,24.83
23,4,39.67,36.97,1,2,1,1.94,98,28.29
3,4,52.51,49.71,3,1,1,3.46,86,40.04
19,2,56.21,73.47,3,0,2,3.55,65,67.05
3,5,17.38,17.12,3,3,2,2.47,82,29.72
5,4,72.55,58.92,0,0,3,3.12,93,36.74
18,2,29.77,49.22,0,1,3,3.76,65,44.81
15,0,36.01,24.84,0,2,0,7.17,80,2.08
9,0,12.08,29.59,1,1,0,6.38,58,16.28
6,1,38.88,33.74,0,1,1,4.9,143,18.64
22,4,38.94,41.44,2,1,0,6.93,21,28.88
11,4,67.67,71.41,2,3,3,4.73,47,74.01
1,4,25.01,8.05,2,3,1,4.26,59,9.47
18,2,24.7,33.22,1,0,0,6.63,129,6.04
12,5,61.91,46.24,1,2,1,6.91,89,37.15
4,0,20.83,17.09,0,3,1,4.83,19,8.42
18,0,73.12,81.11,3,2,1,2.62,144,67.11
12,3,71.17,78.17,3,2,3,4.93,58,71.1
12,4,14.73,12.76,0,3,1,1.9,128,6.25
20,4,80.0,61.03,0,0,1,7.48,47,39.21
9,2,87.39,97.18,2,2,2,3.94,57,80.34
1,0,30.3,24.84,1,3,1,5.39,133,17.68
19,0,73.59,62.55,0,2,0,3.18,129,47.7
4,6,18.93,5.97,0,0,0,4.48,12,0.0
12,4,40.24,42.05,1,2,2,7.18,70,28.39
10,1,62.66,47.53,1,3,0,6.63,70,43.76
21,3,82.31,75.41,3,0,2,5.22,53,68.32
0,6,43.76,50.58,3,2,0,7.32,86,17.31
5,5,94.41,56.97,1,3,0,4.32,76,47.3
9,4,66.8,68.42,2,2,3,5.55,80,67.29
14,2,6.03,29.81,2,0,3,4.83,58,19.15
5,1,93.37,66.96,2,2,1,4.83,56,57.65
15,2,84.27,81.44,3,3,1,3.06,52,66.76
4,1,50.48,41.14,0,1,2,1.6,129,18.07
21,1,64.97,72.25,2,0,2,2.76,124,54.93
22,4,44.86,48.91,2,0,1,4.01,66,30.83
2,3,7.37,17.01,0,1,2,2.44,90,17.89
14,3,42.12,32.27,0,0,1,6.2,87,14.15
19,3,26.38,38.52,1,0,1,6.87,147,22.13
8,0,36.02,33.56,2,1,0,3.99,10,28.85
16,0,20.25,39.43,3,3,2,6.2,102,41.33
19,2,33.0,46.37,1,0,0,6.53,82,36.16
20,6,19.45,26.05,0,2,0,4.83,146,0.46
13,5,22.03,11.3,1,3,1,7.04,105,10.75
14,5,11.06,16.17,0,3,0,6.82,84,0.0
3,6,80.73,54.78,1,0,1,2.06,50,35.24
10,5,46.6,61.87,3,1,3,4.91,90,52.08
17,5,58.08,66.32,2,2,1,7.08,134,39.99
19,3,25.09,45.71,3,2,0,5.97,149,35.99
8,1,93.96,84.02,0,2,3,2.71,34,91.13
6,2,85.86,55.84,1,0,2,5.32,132,49.88
17,1,77.98,79.58,3,2,0,3.88,17,69.62
1,5,26.59,17.61,0,1,3,3.08,52,23.31
5,3,20.25,25.74,3,1,2,6.02,140,25.33
17,6,77.53,66.8,0,2,1,2.49,63,57.49
16,1,56.22,72.92,3,2,0,5.81,142,57.76
19,5,92.31,91.34,2,3,0,4.03,118,82.04
18,1,21.2,37.06,3,0,1,4.46,72,28.0
19,0,88.77,88.81,1,0,3,2.87,85,75.13
7,4,94.3,83.99,1,3,3,4.08,109,75.96
10,5,8.51,17.18,0,1,2,7.44,15,8.33
14,5,46.86,58.38,3,1,3,5.4,33,45.61
17,3,78.46,80.51,0,0,2,6.81,148,39.17
9,3,26.97,57.7,3,0,3,6.7,63,57.68
17,0,21.83,27.55,1,1,0,5.79,82,23.08
4,0,46.43,27.02,1,2,0,2.21,89,11.81
6,1,24.51,33.32,3,0,2,5.95,41,29.92
16,6,92.41,70.06,1,3,2,4.22,65,53.16
18,6,43.99,60.45,3,0,3,6.27,107,50.29
1,6,19.64,13.08,1,1,0,4.71,16,0.0
23,3,76.71,57.79,2,3,0,2.14,124,49.32
18,3,90.58,84.3,3,3,0,4.21,107,70.06
8,5,82.8,82.4,2,0,0,2.32,58,63.58
15,4,31.63,24.2,1,2,0,6.17,19,16.3
6,3,69.61,77.22,3,0,3,4.27,110,65.92
2,2,40.24,41.77,3,2,2,6.97,123,32.46
14,0,76.24,78.21,2,1,3,2.39,47,61.27
21,1,31.21,45.21,2,1,0,3.82,110,22.36
21,4,53.82,48.0,1,3,2,2.47,122,49.39
1,1,27.12,37.88,3,3,1,2.0,105,29.11
14,1,13.95,0.0,0,1,0,2.71,76,0.0
1,5,38.33,30.69,3,3,0,1.68,54,25.6
23,0,8.31,12.2,0,3,2,2.78,52,12.39
9,4,91.86,82.46,1,0,1,4.93,145,57.61
22,4,67.34,53.41,0,2,1,4.16,11,28.67
12,4,13.39,20.82,0,0,1,1.66,150,14.39
17,4,85.24,90.98,2,1,2,2.53,57,88.32
0,6,84.44,57.36,0,0,1,1.7,95,31.72
16,1,15.64,34.86,3,3,1,5.72,20,40.84
14,3,79.67,70.02,1,2,1,3.14,19,53.76
4,0,13.5,17.22,2,1,0,6.49,63,4.12
10,2,73.41,77.68,1,0,3,3.83,63,64.85
8,5,13.05,28.36,2,0,1,5.55,90,32.45
0,6,11.65,2.12,0,1,0,5.59,97,0.0
19,4,60.68,70.0,3,1,1,6.28,108,54.72
16,6,66.41,74.85,3,0,2,4.92,84,57.89
9,0,46.4,53.83,2,0,3,3.6,64,64.21
7,1,30.11,27.31,2,1,0,1.94,98,27.91
5,5,32.45,33.49,3,0,3,1.79,94,28.58
18,4,89.33,90.72,1,2,1,4.55,98,75.15
1,2,51.48,40.38,2,0,1,6.6,79,14.05
12,3,75.09,52.16,0,2,1,2.98,62,36.24
5,5,89.07,74.19,2,0,2,6.54,118,39.49
1,5,31.88,35.01,1,1,2,3.6,47,20.58
13,6,10.61,4.34,0,1,0,7.33,92,0.0
6,0,50.11,64.13,3,2,3,6.6,90,54.84
22,1,5.12,10.78,2,2,0,2.06,71,8.35
17,2,65.41,56.51,0,2,2,5.46,77,47.47
9,3,37.37,53.83,3,2,0,6.94,100,43.89
23,0,16.01,20.81,1,0,1,3.39,76,20.71
18,5,12.48,19.68,0,3,2,4.6,51,20.71
11,3,91.36,79.73,0,1,2,6.35,38,39.87
3,6,83.48,66.35,0,0,3,4.84,138,42.92
1,6,9.5,35.26,3,3,2,6.19,133,24.67
19,4,16.77,23.37,1,0,1,2.34,137,24.19
11,5,27.0,26.98,2,2,2,7.05,26,17.49
22,4,36.19,54.59,3,1,3,2.24,42,55.54
11,0,94.91,84.41,3,0,2,3.37,44,81.45
12,6,27.62,54.52,3,3,2,5.63,109,44.66
19,4,6.4,20.52,1,0,0,3.57,131,10.57
10,0,28.68,53.7,3,1,2,7.05,28,40.17
12,4,84.12,69.17,1,1,0,3.42,106,51.19
21,4,60.0,49.38,0,1,2,3.14,99,30.48
5,2,65.56,56.87,1,0,3,6.35,86,43.71
5,4,65.66,40.35,1,0,0,5.57,150,12.84
22,5,30.17,53.95,3,0,3,3.22,36,47.19
22,2,72.89,59.03,0,3,3,1.87,104,58.92
23,3,24.18,2.51,0,2,0,3.98,33,0.0
22,4,75.41,80.42,3,2,2,3.6,84,67.94
0,4,51.53,56.44,3,3,2,6.79,69,48.93
22,3,25.59,22.24,2,2,3,6.93,58,25.16
3,3,48.74,38.55,1,1,2,4.75,98,12.56
21,0,58.81,37.08,0,1,2,7.3,149,25.3
16,2,34.04,44.12,1,2,2,3.45,103,44.27
12,2,66.34,57.7,3,3,0,5.2,63,41.44
10,1,22.12,39.42,3,0,0,3.27,136,27.31
16,0,78.07,84.41,2,3,2,1.8,64,73.73
15,5,28.85,41.15,3,1,0,2.08,100,31.05
12,5,64.7,57.71,3,2,0,1.59,80,51.93
1,5,53.05,44.24,3,3,0,2.07,35,46.13
7,6,88.81,80.32,3,2,1,7.48,117,68.7
4,6,82.87,73.08,2,0,3,2.02,146,73.23
23,1,78.52,58.59,0,3,1,6.75,25,31.88
20,5,36.88,45.02,1,2,3,6.89,149,32.54
0,6,20.54,17.79,2,3,0,4.67,47,13.77
14,4,87.1,60.24,0,0,0,4.61,85,28.65
6,1,35.69,37.91,1,0,3,5.68,91,30.23
12,2,76.44,80.66,3,0,1,2.99,55,67.83
22,0,53.49,35.32,0,3,0,3.22,36,24.79
14,5,67.25,61.48,2,0,2,1.57,125,38.14
22,2,66.63,52.45,0,2,3,2.53,84,48.73
7,0,36.64,41.96,2,1,2,4.8,15,33.53
6,3,87.56,88.55,3,3,2,3.34,101,75.25
20,4,49.19,62.59,3,1,3,6.48,78,56.53
23,5,48.5,52.14,3,2,2,6.36,43,40.95
15,1,91.05,88.5,3,0,2,3.88,140,79.41
19,4,85.37,93.45,3,3,1,5.79,48,77.66
9,3,46.11,56.82,1,0,3,6.45,84,51.45
18,0,34.38,53.74,3,2,0,6.18,101,42.02
4,4,52.56,56.88,3,1,1,7.18,68,36.35
13,1,27.14,30.36,2,2,2,2.76,70,32.13
17,1,89.32,90.97,2,2,3,5.09,11,94.24
9,5,87.31,74.52,0,3,2,4.3,62,60.53
6,4,66.35,64.86,0,2,1,1.52,135,55.79
0,3,47.54,42.93,2,0,1,5.81,140,31.24
11,4,78.89,64.97,1,0,0,2.03,102,47.79
8,4,47.13,33.71,1,1,0,2.61,98,39.27
15,6,77.52,65.52,3,2,1,6.0,147,42.53
8,1,76.84,69.03,2,3,0,7.09,41,49.79
17,0,20.26,23.65,3,1,0,5.86,99,19.58
1,4,23.88,22.7,1,0,0,6.8,40,0.11
23,2,82.89,75.64,0,1,2,4.58,81,50.11
2,2,16.12,0.96,0,1,1,4.42,93,0.0
8,4,18.59,38.77,3,0,2,3.21,11,49.35
6,0,45.49,56.64,2,1,3,1.91,90,57.65
19,3,45.58,55.48,1,1,3,2.51,115,60.89
11,2,10.74,10.38,0,3,2,2.84,34,8.09
18,5,72.78,73.56,3,0,1,6.74,133,52.13
18,4,17.36,22.02,0,2,0,1.51,24,21.19
15,6,53.95,45.4,1,3,0,4.03,139,33.13
14,4,28.59,30.44,1,3,2,7.33,51,31.07
12,0,71.96,44.3,0,1,1,6.94,54,32.98
12,2,43.9,58.94,3,3,3,2.17,138,64.11
18,3,51.68,65.94,1,0,3,5.96,54,58.14
19,3,94.59,99.83,0,2,2,6.73,121,80.22
10,0,70.47,72.85,0,2,3,2.63,87,67.64
20,2,53.65,60.49,3,2,1,3.01,136,47.11
0,1,40.28,32.36,1,0,2,5.6,43,21.86
10,3,74.25,68.42,3,1,0,6.05,103,60.35
16,2,77.82,64.94,1,2,1,6.75,49,45.49
14,5,55.05,51.64,3,3,2,3.89,124,58.7
9,4,75.18,77.61,3,1,0,1.79,75,71.63
22,4,50.5,51.61,2,0,0,7.36,147,18.1
1,4,19.98,31.54,3,0,3,3.05,124,31.92
1,3,55.31,35.22,1,2,0,6.12,121,9.5
11,2,50.23,57.52,3,0,1,7.02,42,44.41
14,1,85.56,75.51,3,0,1,4.75,46,77.95
9,2,28.87,43.71,3,1,2,4.64,15,48.12
18,1,87.78,92.13,3,2,1,2.94,18,91.88
15,2,83.55,85.15,2,2,2,1.87,15,63.41
10,5,55.87,63.03,3,3,3,2.16,121,66.57
6,6,29.43,32.12,0,1,2,5.84,118,15.32
17,2,26.7,37.82,0,3,2,2.69,143,39.34
11,2,82.18,67.47,2,1,1,4.47,14,55.82
20,4,31.8,20.22,1,1,1,4.61,55,16.31
4,6,83.96,76.71,2,1,1,7.06,143,39.99
18,1,41.05,60.23,3,3,3,4.74,100,69.94
16,3,55.77,51.16,0,2,2,5.19,15,59.32
12,0,54.34,60.56,1,0,3,6.37,41,48.19
22,2,75.39,83.12,1,2,2,3.31,100,64.98
17,5,71.38,70.23,0,3,3,5.63,99,59.27
22,2,65.45,60.68,0,2,1,2.09,121,31.62
17,4,26.67,38.12,2,3,2,1.93,20,49.15
6,3,32.23,48.97,0,2,3,7.31,30,42.73
9,1,13.07,1.22,0,3,0,3.4,28,0.0
21,3,93.21,84.82,2,0,2,4.25,52,75.95
0,6,74.15,54.58,1,2,2,2.42,126,41.57
21,5,71.55,73.26,3,0,3,3.32,136,64.4
22,5,57.22,44.66,0,2,1,6.91,96,31.44
20,1,91.35,100.0,3,3,1,7.09,122,68.06
11,3,8.38,27.55,2,1,3,5.24,111,23.39
16,0,42.65,57.17,2,1,2,2.72,95,60.23
7,2,92.03,69.65,1,1,0,7.24,62,52.75
4,4,67.62,63.54,3,1,1,6.2,24,51.28
6,1,26.09,37.57,2,0,2,2.09,132,40.18
21,6,34.74,42.28,2,3,3,5.6,138,35.68
9,2,70.58,64.22,2,1,3,3.98,51,67.74
17,4,49.94,61.16,3,2,0,1.71,13,60.58
13,4,88.39,79.61,0,1,3,2.98,29,64.18
23,2,24.47,14.75,0,0,2,4.78,65,7.21
12,1,27.47,26.83,1,3,1,4.94,33,12.71
10,0,82.84,62.65,1,0,2,7.29,16,50.95
9,5,15.93,23.79,0,2,0,4.3,29,12.89
16,1,39.26,67.24,3,3,3,3.57,11,78.33
1,6,17.69,25.06,3,3,3,6.83,108,27.45
23,3,84.83,63.95,2,0,1,4.57,53,60.36
23,5,24.88,33.81,0,2,3,4.77,150,23.0
2,1,50.41,33.31,0,3,1,2.68,116,22.78
0,0,29.93,40.54,3,3,1,6.21,84,26.52
21,6,36.17,41.4,1,0,3,6.19,37,29.65
22,1,50.83,42.92,0,2,2,4.84,47,29.53
11,0,8.51,28.14,2,0,3,3.72,138,10.12
0,0,50.42,40.79,1,1,2,4.97,13,27.82
2,6,7.28,0.0,0,0,1,6.43,16,0.0
12,4,26.59,24.24,2,2,0,5.56,120,9.57
22,4,90.57,87.82,2,1,3,6.87,115,64.42
18,1,77.76,78.94,0,3,3,4.11,35,67.02
0,5,72.19,62.87,3,1,1,5.42,126,52.39
15,2,33.81,31.09,0,3,1,4.93,108,15.34
19,0,47.61,35.47,1,3,0,5.42,85,29.72
16,0,33.1,33.67,2,1,0,4.47,48,28.93
10,5,74.95,78.71,2,1,3,4.84,76,66.5
2,4,53.52,35.55,0,2,2,3.98,119,22.39
17,1,13.6,35.06,2,3,3,4.71,77,54.2
20,4,14.72,31.43,0,0,3,3.16,98,24.6
13,5,67.61,45.56,0,1,0,6.9,88,7.54
15,3,19.23,38.24,2,1,2,3.47,72,37.06
2,4,43.35,43.8,3,2,1,6.73,111,31.55
22,0,86.84,74.41,0,2,3,6.44,47,55.33
8,5,62.58,72.94,3,3,0,5.76,57,68.27
23,4,47.47,52.64,1,3,2,5.2,93,32.84
3,0,20.97,22.67,2,1,1,6.29,141,7.55
18,6,77.02,64.37,0,3,1,5.93,107,44.2
18,6,15.32,50.74,2,1,3,4.73,22,40.81
19,6,31.83,32.96,1,0,2,1.68,15,33.8
6,2,43.69,48.79,2,1,1,4.22,101,31.74
23,6,71.06,65.66,3,3,0,3.5,53,56.74
9,4,9.8,20.13,2,3,0,7.34,15,10.38
17,6,12.51,43.59,1,3,3,3.64,116,45.05
1,6,84.76,67.27,2,0,1,5.51,58,37.95
14,4,53.18,47.44,1,3,1,3.08,47,37.14
6,0,72.04,66.92,3,2,0,7.31,84,32.91
12,1,48.66,46.57,1,1,1,7.35,112,24.82
17,5,28.69,38.76,2,2,1,4.91,27,33.01
12,6,17.6,20.0,1,2,2,7.47,67,3.02
1,0,13.9,15.72,2,1,0,3.84,116,12.9
15,1,23.16,30.68,1,2,1,1.64,106,19.63
8,0,44.22,50.68,2,0,2,7.07,26,39.24
14,2,41.76,49.4,3,2,2,3.06,140,40.57
16,4,28.89,33.07,1,3,0,4.82,36,20.85
0,6,93.22,80.28,3,0,3,7.04,33,60.06
6,1,75.58,64.47,0,2,1,2.94,16,28.65
3,6,66.14,46.63,3,1,1,4.71,140,22.57
16,3,18.05,28.99,1,1,3,4.79,39,35.65
10,2,87.92,96.8,2,3,2,4.79,135,76.37
2,5,59.46,56.91,2,3,3,5.23,94,51.38
6,6,52.91,31.95,0,1,0,4.06,81,7.07
22,2,80.69,56.64,0,2,1,4.22,138,42.2
16,1,60.29,77.22,3,0,2,5.59,16,78.05
9,2,13.42,26.0,0,2,2,7.15,130,16.91
23,1,67.4,77.27,1,0,3,7.01,123,58.26
16,1,43.12,48.42,0,0,3,3.61,141,43.5
6,0,33.42,39.1,3,2,1,3.32,93,34.91
3,1,76.7,57.99,2,2,1,4.56,149,37.31
19,4,63.98,52.02,0,3,0,6.36,54,43.47
7,5,83.92,82.6,3,3,3,5.99,10,88.49
8,0,7.79,35.64,3,0,0,2.31,15,39.63
6,0,38.68,38.75,1,2,1,7.18,123,25.35
17,3,19.09,16.39,0,1,2,4.08,64,27.1
3,5,29.74,20.89,0,0,0,3.12,18,2.86
2,3,68.18,57.41,3,1,1,5.14,20,46.67
14,4,16.87,24.17,2,3,2,3.79,121,38.09
