hour,day_of_week,parking_location,previous_occupancy,traffic_level,weather,event_level,parking_price,available_spaces,occupancy_percentage
16,0,1,61.51,3,1,3,3.2,21,78.54
5,4,2,89.93,2,0,0,5.0,4,52.87
18,5,1,77.23,3,2,1,3.2,13,67.33
12,4,0,41.02,3,2,2,4.5,24,52.04
11,6,0,90.57,3,2,2,4.5,4,74.45
3,0,1,52.21,2,0,2,3.2,26,51.04
17,2,1,7.03,3,0,1,3.2,51,24.7
3,1,1,28.4,0,2,3,3.2,39,24.42
10,4,2,60.96,2,3,2,5.0,14,69.54
20,4,0,19.11,3,3,2,4.5,32,31.1
22,6,0,57.57,1,2,3,4.5,17,40.46
23,2,2,37.54,3,1,0,5.0,22,27.53
22,1,1,53.09,2,1,2,3.2,26,44.11
13,6,1,5.17,1,2,3,3.2,52,21.45
4,4,0,81.36,1,2,2,4.5,7,46.85
20,5,1,37.57,0,0,2,3.2,34,24.46
19,3,1,17.61,3,1,1,3.2,45,31.64
23,3,1,44.41,2,2,1,3.2,31,37.05
15,2,0,48.76,1,3,2,4.5,20,37.54
3,5,1,62.37,3,3,3,3.2,21,64.06
12,1,1,52.21,0,3,1,3.2,26,31.47
10,6,0,8.92,3,0,0,4.5,36,11.92
20,1,0,83.44,1,1,1,4.5,7,46.12
9,3,2,46.09,2,2,0,5.0,19,49.99
7,2,2,11.93,0,3,3,5.0,31,28.49
1,4,1,74.55,2,1,2,3.2,14,59.67
20,4,2,64.41,2,3,0,5.0,12,43.12
18,6,2,63.45,3,2,2,5.0,13,65.89
0,5,0,43.42,1,2,2,4.5,23,26.28
10,1,1,41.94,0,2,2,3.2,32,42.92
11,1,2,53.27,0,3,2,5.0,16,34.86
11,6,0,9.55,0,2,3,4.5,36,0.0
22,3,2,31.91,1,2,3,5.0,24,36.52
3,0,0,93.91,3,1,1,4.5,2,66.23
7,5,0,64.6,0,1,0,4.5,14,28.33
4,4,1,42.7,0,2,3,3.2,32,41.72
5,0,1,25.01,0,3,2,3.2,41,5.54
21,5,0,72.07,1,2,0,4.5,11,45.78
22,4,0,28.43,2,3,2,4.5,29,38.48
1,4,1,19.61,1,2,0,3.2,44,7.84
15,6,0,18.91,1,1,0,4.5,32,0.0
5,3,2,70.63,0,2,0,5.0,10,39.67
4,3,2,62.85,3,2,1,5.0,13,58.7
7,4,0,11.28,0,3,0,4.5,35,3.2
4,1,1,15.35,0,1,3,3.2,47,7.7
11,1,0,62.05,2,0,1,4.5,15,53.51
23,5,1,56.4,3,0,2,3.2,24,55.98
14,1,2,66.74,1,0,3,5.0,12,53.71
17,3,0,21.02,0,2,3,4.5,32,30.28
11,1,0,70.39,2,3,3,4.5,12,66.5
0,1,0,89.25,1,2,0,4.5,4,54.05
2,4,2,59.09,1,0,2,5.0,14,30.3
6,5,0,22.65,3,1,3,4.5,31,31.13
5,3,1,66.16,3,3,0,3.2,19,51.48
20,0,1,35.88,1,0,3,3.2,35,33.16
20,1,0,9.44,2,2,3,4.5,36,28.99
20,1,0,32.21,2,1,3,4.5,27,25.24
15,6,0,86.5,3,3,1,4.5,5,56.38
13,2,2,42.0,3,2,0,5.0,20,33.61
15,2,2,82.82,1,2,2,5.0,6,61.76
9,0,2,50.78,0,2,2,5.0,17,48.88
16,3,0,51.53,0,3,2,4.5,19,53.85
19,6,1,5.47,0,2,1,3.2,52,7.65
18,2,1,62.34,3,2,0,3.2,21,64.85
14,4,2,14.7,2,3,3,5.0,30,38.25
1,1,0,48.09,3,2,2,4.5,21,51.18
17,1,2,28.43,0,2,3,5.0,25,37.99
8,5,0,40.31,0,1,3,4.5,24,31.4
17,0,1,53.34,0,1,1,3.2,26,33.42
12,3,2,6.3,2,0,1,5.0,33,5.22
21,2,0,30.61,0,2,3,4.5,28,27.06
8,0,0,94.07,2,1,2,4.5,2,75.17
22,3,2,10.17,3,3,2,5.0,31,29.38
20,6,0,33.75,0,3,3,4.5,27,29.81
7,0,2,33.93,2,3,0,5.0,23,35.7
11,5,1,39.14,2,1,1,3.2,33,24.69
12,3,1,66.63,3,2,0,3.2,18,50.99
18,5,2,27.3,0,3,1,5.0,25,30.44
16,0,2,46.42,0,2,1,5.0,19,31.61
20,6,0,63.04,0,2,1,4.5,15,31.63
8,0,0,34.01,2,1,0,4.5,26,28.25
12,6,0,90.39,3,1,3,4.5,4,69.17
10,4,0,93.17,0,2,1,4.5,3,57.62
21,2,2,15.77,1,3,1,5.0,29,8.26
7,0,1,35.94,2,0,3,3.2,35,48.83
14,4,2,23.72,3,0,1,5.0,27,20.12
2,0,0,21.81,3,0,3,4.5,31,40.21
20,4,2,49.19,2,2,0,5.0,18,35.34
9,5,2,55.74,3,1,3,5.0,15,61.93
8,1,2,43.31,3,1,3,5.0,20,67.88
13,1,1,29.53,3,3,3,3.2,39,41.97
11,1,2,30.08,1,0,3,5.0,24,26.68
20,1,1,94.29,1,0,2,3.2,3,53.62
12,0,1,88.13,1,0,2,3.2,7,68.59
12,1,1,11.83,3,1,3,3.2,48,44.58
2,4,0,64.09,1,2,3,4.5,14,41.03
0,2,2,46.12,3,0,2,5.0,19,42.19
9,5,2,66.99,2,0,2,5.0,12,58.83
23,5,2,58.73,0,0,0,5.0,14,19.53
22,5,2,85.03,1,3,3,5.0,5,66.48
15,3,1,11.03,0,0,3,3.2,49,12.08
15,2,2,36.46,2,2,0,5.0,22,30.86
9,6,0,93.69,1,2,1,4.5,3,56.91
4,1,1,21.41,1,0,0,3.2,43,9.87
0,3,0,16.46,0,2,1,4.5,33,0.0
8,3,0,70.61,0,1,3,4.5,12,52.42
7,5,1,74.97,3,2,1,3.2,14,57.73
4,3,1,65.5,3,0,1,3.2,19,50.92
6,5,2,74.86,1,2,3,5.0,9,55.16
0,6,1,67.43,3,3,1,3.2,18,63.19
14,2,1,17.22,2,0,3,3.2,46,28.2
22,6,1,59.74,1,2,3,3.2,22,50.55
16,1,1,74.92,1,2,1,3.2,14,60.99
10,6,2,82.9,2,0,2,5.0,6,55.1
10,1,0,27.16,3,2,1,4.5,29,25.98
7,5,1,16.47,1,2,1,3.2,46,18.23
3,2,1,75.3,1,1,3,3.2,14,62.01
14,6,0,28.09,3,1,1,4.5,29,24.06
13,0,2,7.87,2,2,0,5.0,32,6.31
0,3,1,79.27,1,2,1,3.2,11,52.44
9,6,0,50.54,1,3,2,4.5,20,42.43
6,0,1,34.4,2,0,0,3.2,36,27.37
4,1,2,6.03,0,3,2,5.0,33,15.69
16,0,2,8.18,0,0,0,5.0,32,2.34
12,2,0,76.34,2,2,0,4.5,9,47.61
15,2,1,49.07,0,1,2,3.2,28,34.39
17,4,0,18.47,2,0,0,4.5,33,21.75
23,1,1,37.27,3,2,3,3.2,35,60.81
19,1,1,19.88,0,2,0,3.2,44,15.58
14,1,1,15.16,1,2,1,3.2,47,21.31
21,6,2,29.87,3,1,0,5.0,25,18.47
11,6,1,54.46,0,1,1,3.2,25,23.72
23,1,1,23.9,3,2,3,3.2,42,29.89
18,1,0,35.93,0,0,2,4.5,26,29.55
15,0,0,48.01,3,3,2,4.5,21,53.77
21,6,2,42.8,1,2,0,5.0,20,7.81
12,4,1,16.58,0,3,1,3.2,46,12.33
17,5,2,8.5,2,0,1,5.0,32,23.96
6,2,1,8.19,0,2,2,3.2,50,12.89
23,4,1,36.52,1,2,0,3.2,35,14.81
14,0,1,69.69,2,3,3,3.2,17,71.53
18,4,1,16.81,2,1,2,3.2,46,34.88
11,4,0,75.83,1,3,1,4.5,10,52.55
20,2,0,69.41,3,0,0,4.5,12,44.98
1,4,1,5.35,1,3,2,3.2,52,18.09
2,4,1,7.41,1,2,1,3.2,51,16.21
12,3,1,22.55,1,3,2,3.2,43,25.12
17,1,1,10.05,3,0,2,3.2,49,36.45
19,0,0,52.82,2,1,2,4.5,19,60.27
10,6,2,8.57,0,2,3,5.0,32,20.57
15,1,1,77.24,3,2,2,3.2,13,63.27
13,2,0,49.37,1,0,2,4.5,20,36.81
23,4,1,70.52,1,2,1,3.2,16,57.07
15,1,2,72.56,0,1,3,5.0,10,59.94
10,2,2,50.61,3,0,1,5.0,17,56.58
23,4,0,88.28,0,2,2,4.5,5,39.89
2,4,2,94.12,3,2,3,5.0,2,81.21
23,4,1,37.33,0,0,1,3.2,34,14.54
3,0,1,16.33,2,3,0,3.2,46,17.83
6,3,1,37.69,0,2,0,3.2,34,26.88
19,3,2,25.1,1,1,0,5.0,26,17.2
17,4,0,52.79,3,3,0,4.5,19,65.21
23,1,0,39.05,2,3,2,4.5,24,36.31
17,1,1,48.24,2,3,1,3.2,28,48.17
15,5,0,73.69,0,3,0,4.5,11,38.28
8,4,2,29.66,3,0,0,5.0,25,39.86
0,5,2,53.37,1,0,1,5.0,16,34.83
2,1,1,35.16,2,0,1,3.2,36,24.0
7,6,2,75.65,3,3,3,5.0,9,84.04
0,1,0,62.56,2,1,2,4.5,15,42.41
12,4,1,5.77,2,1,2,3.2,52,13.25
18,1,1,64.4,0,3,2,3.2,20,55.55
23,6,0,20.31,1,0,3,4.5,32,12.91
11,2,0,70.2,2,1,1,4.5,12,53.99
21,5,1,56.06,0,1,0,3.2,24,19.58
23,2,1,41.13,1,1,2,3.2,32,32.56
20,5,0,67.47,3,2,0,4.5,13,40.27
11,3,1,82.09,3,2,0,3.2,10,68.28
7,0,2,75.09,3,1,3,5.0,9,75.72
23,1,0,54.08,3,0,2,4.5,18,54.44
5,4,2,70.04,3,2,2,5.0,10,71.73
9,1,1,42.25,0,2,2,3.2,32,35.82
1,1,1,76.01,3,2,2,3.2,13,69.52
19,3,2,79.61,2,1,1,5.0,7,64.61
15,1,1,17.36,3,3,0,3.2,45,27.52
2,0,2,26.42,2,2,1,5.0,26,26.75
5,4,0,29.3,0,3,3,4.5,28,23.75
13,4,0,19.95,2,2,3,4.5,32,30.91
12,5,1,40.33,3,1,0,3.2,33,21.83
19,6,0,22.37,0,1,2,4.5,31,19.13
6,0,0,58.6,2,2,1,4.5,17,46.59
22,2,1,14.15,2,2,2,3.2,47,26.07
10,1,2,29.29,1,2,0,5.0,25,31.82
19,6,0,64.9,3,2,0,4.5,14,51.75
5,3,2,40.87,0,1,0,5.0,21,14.2
0,0,1,42.93,1,0,0,3.2,31,15.29
1,4,0,76.81,3,1,0,4.5,9,49.73
8,0,0,93.61,2,3,1,4.5,3,85.42
22,1,2,55.86,0,2,2,5.0,15,40.57
1,5,0,12.12,0,3,3,4.5,35,9.45
8,3,1,14.26,2,2,2,3.2,47,27.27
2,5,2,92.17,3,3,0,5.0,3,56.74
22,3,1,66.13,0,0,1,3.2,19,30.71
16,5,0,72.72,0,2,1,4.5,11,50.73
18,3,0,65.82,1,0,0,4.5,14,38.96
17,0,2,21.17,0,0,3,5.0,28,24.03
15,0,1,45.35,0,0,2,3.2,30,23.35
18,5,0,76.83,1,1,1,4.5,9,56.57
0,0,0,82.97,2,0,1,4.5,7,52.81
20,2,1,26.36,3,1,1,3.2,41,27.41
17,0,0,58.64,1,0,1,4.5,17,40.86
17,2,1,19.14,2,0,2,3.2,44,47.58
9,4,0,91.24,3,1,3,4.5,4,92.52
19,1,2,27.7,0,1,1,5.0,25,33.55
9,3,1,70.4,3,1,0,3.2,16,50.39
1,6,2,25.8,0,1,3,5.0,26,20.66
21,0,0,60.44,2,1,1,4.5,16,37.96
5,0,1,64.33,3,0,0,3.2,20,50.35
2,1,0,34.56,3,1,2,4.5,26,44.25
14,5,1,78.7,1,3,3,3.2,12,65.4
5,2,2,84.68,2,0,1,5.0,5,53.24
20,4,0,81.96,0,0,1,4.5,7,36.77
10,0,2,34.77,1,3,1,5.0,23,40.59
0,5,1,71.99,3,2,3,3.2,15,73.72
22,0,2,55.35,0,1,3,5.0,16,42.87
12,4,0,58.34,0,3,3,4.5,17,44.32
6,1,2,47.97,2,1,0,5.0,18,33.52
16,6,1,59.02,2,2,3,3.2,23,66.92
12,2,0,17.21,1,2,1,4.5,33,16.3
0,1,0,41.8,0,0,3,4.5,23,31.51
18,2,2,20.99,0,3,3,5.0,28,35.83
9,0,2,30.21,2,2,2,5.0,24,43.44
16,1,0,16.5,1,0,3,4.5,33,28.09
21,4,1,24.12,3,3,0,3.2,42,23.65
14,2,2,75.37,1,2,2,5.0,9,51.62
16,2,1,54.49,1,3,0,3.2,25,48.33
6,5,0,7.13,0,3,2,4.5,37,0.2
5,0,1,75.97,2,1,1,3.2,13,60.71
9,2,1,86.85,1,3,3,3.2,7,79.22
20,1,0,84.24,3,0,1,4.5,6,65.03
12,3,2,79.07,1,1,3,5.0,7,65.97
8,2,0,94.3,3,2,1,4.5,2,83.18
18,0,2,57.78,1,2,0,5.0,15,42.12
20,0,2,91.63,1,0,2,5.0,3,64.49
21,5,2,90.4,1,0,0,5.0,3,51.79
7,0,2,33.19,1,3,2,5.0,23,32.19
17,5,0,82.71,1,3,1,4.5,7,70.36
14,6,0,76.32,3,2,3,4.5,9,80.99
10,3,2,74.82,2,2,1,5.0,9,70.26
9,2,2,85.67,0,3,1,5.0,5,65.85
2,5,2,39.58,0,0,2,5.0,21,25.78
6,6,1,41.0,0,3,3,3.2,32,32.37
13,0,1,62.6,2,0,0,3.2,21,39.35
21,6,0,71.4,0,2,2,4.5,11,46.74
20,6,0,84.18,1,1,1,4.5,6,41.24
4,0,1,83.83,3,3,3,3.2,9,75.26
16,0,0,69.92,0,0,2,4.5,12,46.63
2,5,0,91.12,0,2,3,4.5,4,62.07
16,0,0,21.08,0,0,1,4.5,32,9.06
8,4,0,90.53,1,0,1,4.5,4,58.46
10,0,2,10.78,0,1,3,5.0,31,23.07
17,4,2,55.01,2,3,0,5.0,16,45.26
10,1,2,13.12,2,1,2,5.0,30,16.98
19,0,0,56.12,0,2,3,4.5,18,44.05
12,0,1,40.11,2,2,3,3.2,33,48.27
23,1,2,12.34,1,3,2,5.0,31,23.99
15,3,1,63.33,0,1,1,3.2,20,39.0
7,0,1,70.81,1,0,3,3.2,16,67.28
18,5,2,20.68,2,3,0,5.0,28,24.25
9,4,2,67.5,0,1,3,5.0,11,52.26
12,2,2,21.11,3,0,0,5.0,28,23.5
3,6,1,17.37,3,3,2,3.2,45,30.98
2,4,1,18.26,0,3,1,3.2,45,17.69
13,4,2,58.92,0,0,3,5.0,14,44.51
4,1,2,75.09,1,3,2,5.0,9,65.92
23,4,1,58.72,3,2,3,3.2,23,61.34
20,3,1,77.84,0,1,3,3.2,12,62.38
16,6,1,58.23,1,2,3,3.2,23,71.08
17,3,0,76.76,2,0,0,4.5,9,54.46
14,4,1,92.89,0,0,1,3.2,4,55.2
1,2,1,40.19,0,0,1,3.2,33,14.16
9,0,2,18.49,0,0,0,5.0,29,15.06
11,0,1,17.19,0,2,0,3.2,46,10.81
21,6,0,58.77,2,3,0,4.5,16,33.44
5,5,2,54.24,3,1,3,5.0,16,59.93
11,2,1,21.58,1,0,1,3.2,43,15.99
8,4,0,84.39,1,1,3,4.5,6,71.54
3,0,2,91.11,0,2,3,5.0,3,70.12
2,0,1,27.79,3,3,0,3.2,40,33.7
8,3,1,23.62,3,2,3,3.2,42,49.72
1,4,2,24.25,2,1,0,5.0,27,24.1
1,6,2,39.87,1,2,1,5.0,21,33.58
8,5,1,81.79,0,0,3,3.2,10,58.06
4,1,1,58.64,3,1,1,3.2,23,51.08
13,5,2,11.08,0,2,3,5.0,31,4.26
0,3,0,47.57,0,0,2,4.5,21,29.14
7,5,2,13.13,2,0,0,5.0,30,22.96
10,1,1,41.56,0,3,3,3.2,32,44.07
23,0,2,41.32,0,0,0,5.0,21,16.0
15,0,1,63.35,2,0,2,3.2,20,50.22
21,6,2,54.45,0,2,1,5.0,16,27.22
8,0,0,83.73,1,1,0,4.5,7,53.6
10,6,2,6.46,2,3,2,5.0,33,23.89
10,5,0,74.66,0,3,1,4.5,10,45.95
21,1,1,7.04,3,3,0,3.2,51,12.42
23,6,0,32.39,0,1,2,4.5,27,19.11
23,1,2,84.17,2,3,0,5.0,6,60.01
18,1,2,67.14,0,1,2,5.0,12,50.9
12,4,0,20.48,2,0,0,4.5,32,10.65
12,2,2,49.17,3,3,3,5.0,18,59.06
23,2,0,69.97,3,2,3,4.5,12,73.41
6,1,1,89.36,1,0,3,3.2,6,64.38
8,4,0,62.09,0,3,3,4.5,15,57.66
21,0,0,7.22,3,0,0,4.5,37,4.3
9,1,0,49.97,2,2,2,4.5,20,55.97
5,3,1,18.77,0,1,0,3.2,45,9.25
13,3,1,9.3,0,0,0,3.2,50,1.72
7,4,2,58.87,1,3,1,5.0,14,60.02
21,1,0,74.92,2,2,1,4.5,10,54.26
21,4,2,8.25,1,3,1,5.0,32,20.62
7,5,0,75.52,3,2,0,4.5,10,68.08
12,2,0,68.57,2,3,1,4.5,13,43.92
23,1,0,72.68,3,3,0,4.5,11,50.03
17,3,0,27.03,3,3,0,4.5,29,27.41
5,4,1,40.42,1,2,1,3.2,33,36.24
14,0,2,15.78,3,0,0,5.0,29,9.15
14,3,2,26.5,1,1,3,5.0,26,20.28
15,1,2,32.25,0,2,3,5.0,24,23.77
0,3,1,33.75,1,0,3,3.2,36,22.41
7,6,0,20.75,1,0,0,4.5,32,11.21
20,3,1,21.98,3,1,1,3.2,43,22.02
5,5,2,86.13,3,3,3,5.0,5,69.13
7,2,0,75.55,0,1,2,4.5,10,52.1
7,6,0,36.0,0,3,1,4.5,26,24.28
4,5,2,90.29,2,3,3,5.0,3,64.58
3,6,0,26.5,2,1,1,4.5,29,14.31
8,5,2,41.61,2,0,3,5.0,20,48.54
20,4,2,78.22,1,3,0,5.0,8,46.92
0,3,1,44.86,3,3,2,3.2,30,50.2
6,6,1,26.12,1,2,0,3.2,41,19.62
1,5,0,38.17,1,3,3,4.5,25,47.37
13,2,1,50.06,1,0,1,3.2,27,30.02
6,0,2,60.86,3,1,0,5.0,14,38.86
19,0,2,41.5,1,2,3,5.0,20,50.52
14,1,1,43.82,2,0,3,3.2,31,46.15
18,0,2,28.75,3,3,3,5.0,25,58.0
15,1,2,53.18,0,2,1,5.0,16,35.49
10,0,0,24.75,2,1,0,4.5,30,36.28
20,6,1,83.08,2,0,0,3.2,9,39.43
11,0,1,72.26,3,0,0,3.2,15,49.0
22,4,1,41.93,0,2,0,3.2,32,28.57
23,2,2,72.25,2,3,0,5.0,10,48.41
14,1,2,5.63,3,0,2,5.0,33,27.87
16,4,1,36.0,1,1,3,3.2,35,49.99
6,6,0,44.63,2,2,2,4.5,22,44.33
19,5,2,47.28,1,1,0,5.0,18,45.33
16,6,2,72.39,2,2,2,5.0,10,69.61
21,4,2,91.65,1,2,0,5.0,3,44.57
6,4,1,39.2,0,3,1,3.2,33,21.0
18,1,0,36.55,3,2,3,4.5,25,69.72
11,5,1,59.95,0,2,0,3.2,22,18.95
4,5,0,30.31,0,1,3,4.5,28,22.79
4,1,1,17.72,3,0,1,3.2,45,8.86
13,2,2,91.54,3,0,2,5.0,3,65.88
7,4,0,77.86,2,0,1,4.5,9,63.56
2,0,2,91.26,2,3,0,5.0,3,63.05
10,5,0,24.6,1,0,1,4.5,30,15.17
15,1,0,6.6,2,1,1,4.5,37,4.81
7,0,2,44.35,2,2,2,5.0,19,40.14
22,2,0,89.02,2,2,0,4.5,4,59.64
18,5,2,17.45,2,0,3,5.0,29,34.92
12,1,2,15.55,2,3,2,5.0,30,19.82
22,3,0,11.21,3,1,3,4.5,36,29.52
10,5,0,73.85,2,0,3,4.5,10,67.41
3,0,0,75.73,1,0,2,4.5,10,47.25
0,5,0,67.58,2,3,0,4.5,13,42.31
22,2,2,9.8,0,3,2,5.0,32,13.78
23,4,2,70.1,0,3,3,5.0,10,50.61
17,1,2,45.38,3,1,0,5.0,19,48.0
2,0,2,19.21,2,3,1,5.0,28,30.12
7,5,2,31.56,0,1,0,5.0,24,22.69
0,5,2,50.1,1,0,3,5.0,17,44.76
1,6,2,34.67,3,3,3,5.0,23,44.76
5,4,1,92.28,2,1,0,3.2,4,64.19
13,3,2,47.73,3,2,3,5.0,18,60.38
1,1,0,38.49,2,2,1,4.5,25,26.41
23,2,1,65.58,0,0,3,3.2,19,43.61
10,4,2,63.55,0,3,0,5.0,13,46.47
6,2,0,5.22,0,0,0,4.5,38,0.0
12,3,0,60.66,2,3,2,4.5,16,40.57
18,1,0,26.94,3,1,3,4.5,29,58.68
7,3,0,38.77,1,1,0,4.5,24,32.43
1,1,1,68.57,2,1,0,3.2,17,46.97
1,0,2,55.16,2,2,1,5.0,16,43.48
20,0,0,38.18,2,0,0,4.5,25,23.34
2,3,2,20.07,2,0,3,5.0,28,27.33
15,2,2,50.49,1,2,2,5.0,17,40.67
9,0,2,33.74,2,2,2,5.0,23,36.95
18,3,2,87.16,1,3,1,5.0,4,59.51
1,1,0,53.09,2,3,2,4.5,19,60.91
21,0,1,82.94,3,3,2,3.2,9,76.01
16,0,2,40.12,0,3,2,5.0,21,42.77
10,3,2,79.47,2,3,1,5.0,7,69.18
4,6,1,10.09,0,1,2,3.2,49,0.8
23,1,2,31.83,1,3,2,5.0,24,30.78
7,1,2,12.04,2,3,2,5.0,31,35.45
11,1,0,7.85,1,2,3,4.5,37,16.2
9,2,2,87.7,0,0,1,5.0,4,51.74
5,5,0,69.52,1,0,3,4.5,12,50.17
9,2,1,61.26,0,1,0,3.2,21,38.4
3,4,0,52.92,2,2,1,4.5,19,41.69
0,6,2,56.26,0,2,1,5.0,15,34.87
6,6,0,62.48,1,3,3,4.5,15,48.04
2,3,1,79.39,1,2,0,3.2,11,47.43
9,4,2,58.72,3,2,0,5.0,14,64.51
20,6,2,72.37,3,3,1,5.0,10,54.44
3,5,0,30.29,0,3,3,4.5,28,12.56
0,2,2,92.91,0,2,1,5.0,2,58.69
2,0,1,7.87,2,2,2,3.2,51,17.53
12,0,2,39.79,1,0,0,5.0,21,13.9
6,6,1,84.38,2,2,3,3.2,9,76.24
11,3,0,21.25,3,0,3,4.5,32,32.48
0,2,0,17.72,0,1,0,4.5,33,0.0
7,2,0,37.89,3,2,2,4.5,25,61.45
9,1,2,43.54,0,0,0,5.0,20,14.88
10,5,2,89.01,0,2,2,5.0,4,62.95
13,4,1,80.25,2,1,2,3.2,11,52.58
18,6,2,46.77,3,2,3,5.0,19,65.57
11,2,0,92.57,2,1,0,4.5,3,51.71
20,3,2,62.81,0,1,1,5.0,13,40.4
12,0,0,83.63,0,1,2,4.5,7,49.05
6,6,0,27.15,3,0,1,4.5,29,31.05
5,3,2,49.01,2,0,2,5.0,18,40.22
7,3,1,7.67,0,3,0,3.2,51,0.0
14,2,0,5.8,2,0,0,4.5,38,3.05
5,1,2,68.49,1,1,2,5.0,11,48.83
21,6,0,15.65,0,0,2,4.5,34,0.0
11,3,2,54.3,0,2,0,5.0,16,20.61
20,4,0,67.64,3,2,3,4.5,13,60.72
16,0,0,7.9,2,1,3,4.5,37,40.74
8,1,0,45.39,0,3,0,4.5,22,31.57
5,5,1,66.57,0,1,1,3.2,18,32.97
17,0,0,85.08,1,2,2,4.5,6,70.9
7,0,0,31.93,1,1,1,4.5,27,14.59
5,5,2,92.68,1,2,1,5.0,3,54.72
22,2,1,81.01,2,0,2,3.2,10,64.86
11,1,1,63.56,0,1,3,3.2,20,48.15
1,3,0,40.27,0,2,1,4.5,24,16.53
11,1,0,69.0,2,3,0,4.5,12,45.28
11,0,0,78.46,3,1,2,4.5,9,66.1
20,0,2,32.3,0,1,2,5.0,24,22.83
17,0,0,94.35,1,1,2,4.5,2,76.82
4,1,0,86.78,2,1,2,4.5,5,65.04
3,4,2,48.7,0,3,3,5.0,18,45.19
14,2,1,70.05,3,2,2,3.2,16,75.99
1,0,2,52.16,0,1,2,5.0,17,39.61
7,0,1,73.48,2,1,1,3.2,15,72.66
3,3,2,79.43,1,2,1,5.0,7,49.31
0,5,2,7.09,2,2,1,5.0,33,3.89
22,2,1,12.12,0,1,1,3.2,48,3.67
2,0,2,35.28,0,3,2,5.0,23,27.29
0,1,1,87.59,2,1,2,3.2,7,77.19
22,3,2,40.84,3,1,3,5.0,21,44.66
4,1,1,84.88,2,0,1,3.2,8,58.85
19,6,2,46.62,3,1,2,5.0,19,58.79
0,5,1,31.0,1,3,1,3.2,38,23.69
3,2,1,86.06,0,3,1,3.2,8,52.94
2,6,1,55.46,1,1,0,3.2,24,30.87
16,2,2,37.44,3,0,1,5.0,22,52.93
14,0,2,9.0,3,2,2,5.0,32,38.32
11,6,2,14.98,2,2,0,5.0,30,12.84
5,6,2,17.54,1,3,0,5.0,29,5.27
2,2,0,37.84,2,2,1,4.5,25,39.52
13,4,2,59.66,2,0,3,5.0,14,48.17
5,1,2,32.68,2,3,0,5.0,24,38.84
14,4,0,10.9,3,2,0,4.5,36,22.74
16,4,2,28.83,2,3,1,5.0,25,50.29
20,4,1,41.78,0,0,1,3.2,32,24.85
11,3,0,94.3,0,1,3,4.5,2,48.45
0,4,0,40.37,2,1,0,4.5,24,18.09
6,3,1,13.03,3,1,1,3.2,48,24.85
20,5,0,57.3,3,3,1,4.5,17,42.92
12,1,2,87.77,2,0,0,5.0,4,52.9
14,3,2,75.8,2,0,1,5.0,8,56.91
10,2,2,80.26,3,0,1,5.0,7,68.78
3,3,1,88.54,3,3,2,3.2,6,71.76
21,0,1,62.29,0,0,3,3.2,21,49.65
18,2,2,94.54,1,2,0,5.0,2,69.85
23,6,2,8.0,1,0,1,5.0,32,2.56
20,0,0,80.14,2,1,1,4.5,8,57.88
6,4,1,82.13,1,2,3,3.2,10,67.14
6,4,2,87.5,1,0,0,5.0,4,56.63
5,3,2,48.04,0,0,1,5.0,18,25.67
22,0,2,75.9,0,2,1,5.0,8,53.23
13,0,0,22.56,1,0,1,4.5,31,0.0
10,1,1,59.28,3,1,3,3.2,22,73.32
23,0,0,37.28,1,2,2,4.5,25,27.12
14,0,2,58.66,0,0,1,5.0,14,25.93
21,1,1,65.8,1,0,3,3.2,19,59.46
23,1,0,36.24,3,1,3,4.5,26,49.64
1,5,0,24.46,2,2,0,4.5,30,1.81
8,4,2,33.95,2,0,1,5.0,23,40.71
17,0,2,64.76,0,1,1,5.0,12,50.24
19,4,2,65.92,3,3,1,5.0,12,64.98
3,0,2,71.72,0,1,1,5.0,10,35.73
7,2,2,16.39,3,1,3,5.0,29,35.49
13,0,2,78.67,3,2,3,5.0,7,73.9
19,0,2,66.93,2,1,0,5.0,12,53.31
2,0,2,7.75,3,1,3,5.0,32,36.7
14,3,1,35.2,3,3,3,3.2,36,53.26
7,3,2,47.0,2,0,1,5.0,19,37.71
5,2,2,37.46,3,2,1,5.0,22,41.89
12,4,0,15.57,2,1,0,4.5,34,7.96
9,5,2,23.66,2,3,1,5.0,27,27.66
15,5,1,7.21,1,2,0,3.2,51,0.0
7,4,0,13.38,2,3,3,4.5,35,40.41
19,3,0,28.97,1,0,0,4.5,28,22.25
1,3,0,78.8,0,0,1,4.5,8,42.22
20,1,2,52.4,1,3,1,5.0,17,34.91
0,3,2,43.2,0,1,3,5.0,20,35.89
17,0,0,64.59,3,3,3,4.5,14,67.09
8,6,1,53.74,1,2,3,3.2,25,48.24
9,2,1,16.84,3,1,1,3.2,46,33.54
0,5,1,25.04,1,0,1,3.2,41,15.02
16,6,1,25.03,1,0,2,3.2,41,19.17
3,3,2,59.0,0,2,1,5.0,14,28.92
15,6,1,46.55,3,0,0,3.2,29,31.03
17,3,1,39.88,2,0,3,3.2,33,58.33
20,0,1,55.1,1,0,0,3.2,25,24.53
16,0,1,92.31,2,3,0,3.2,4,75.23
7,0,2,33.28,3,2,3,5.0,23,58.51
17,6,1,51.82,2,2,2,3.2,27,53.86
19,3,2,48.23,1,2,2,5.0,18,51.98
7,2,1,69.5,3,2,0,3.2,17,54.21
2,3,2,70.73,3,1,1,5.0,10,54.26
21,1,2,70.62,3,1,0,5.0,10,61.25
