hour,day_of_week,previous_occupancy,current_occupancy,traffic_level,weather,event_level,parking_price,total_spaces,occupancy_percentage
8,6,38.13,40.7,2,1,1,2.42,62,39.51
7,3,44.97,49.55,1,1,2,5.84,79,40.34
1,6,11.69,0.0,0,3,1,4.97,29,0.0
9,6,38.09,37.8,2,3,2,1.89,64,46.96
11,4,21.17,45.82,3,2,3,4.26,60,46.0
18,0,7.95,11.28,2,0,0,2.75,145,18.1
18,2,28.02,38.84,1,0,2,7.31,72,35.15
3,5,49.16,38.58,3,0,1,2.15,13,40.32
6,4,27.26,26.37,1,2,2,5.09,53,25.96
12,6,14.82,31.27,2,0,3,4.39,112,16.31
8,5,45.64,49.06,1,0,2,4.97,33,35.31
0,0,18.31,23.0,2,2,1,7.24,32,0.0
20,6,12.74,21.46,2,1,3,3.55,62,33.15
17,2,91.42,79.63,1,2,2,5.99,60,65.64
12,5,47.84,45.3,1,0,0,4.18,77,20.1
7,3,77.21,64.02,1,0,0,5.46,14,39.74
20,3,20.37,26.23,1,0,1,3.69,111,22.47
0,0,46.54,30.03,0,2,2,2.86,40,23.21
10,0,13.09,26.61,1,3,1,2.0,110,27.43
19,4,42.06,19.86,0,3,0,2.11,89,24.48
22,3,79.38,82.21,1,0,3,7.26,38,57.15
6,3,85.35,63.26,1,2,0,6.23,76,37.86
15,1,51.71,28.49,0,3,0,2.97,15,28.6
4,3,30.78,15.72,1,0,1,4.67,108,12.3
2,0,71.01,51.28,2,2,0,5.79,52,31.97
8,1,62.5,72.23,3,1,2,3.62,64,64.56
21,3,47.34,49.08,2,0,1,4.14,32,39.13
16,4,47.78,55.05,2,3,3,5.81,61,54.81
11,4,49.39,51.66,2,3,0,2.86,65,48.78
6,6,35.53,38.91,3,2,1,4.66,41,43.74
3,5,51.71,46.21,3,0,2,2.76,148,42.93
6,2,10.16,13.73,0,1,2,1.52,49,7.65
3,5,56.32,44.19,1,2,1,5.64,35,19.51
4,0,49.66,54.52,3,3,3,5.74,87,47.89
16,6,42.85,59.06,3,3,3,7.47,54,52.91
3,2,34.16,32.33,2,2,2,2.59,74,29.65
1,5,60.96,55.43,1,3,2,5.94,112,33.41
13,6,48.65,48.41,0,2,2,7.19,21,27.93
6,4,14.08,21.7,1,1,1,5.37,81,17.82
10,6,38.7,49.9,2,0,2,7.28,13,37.47
3,0,11.89,38.75,2,3,3,7.47,16,24.46
5,1,39.13,33.41,2,2,0,6.31,23,8.43
10,4,52.95,44.39,0,3,0,7.5,32,26.19
16,3,40.19,53.52,3,2,1,5.25,59,48.57
9,0,35.75,41.24,0,1,2,4.48,141,28.5
13,5,30.3,3.5,1,2,0,7.01,137,0.0
12,0,39.36,53.53,2,2,2,6.49,24,37.02
6,6,11.24,2.19,1,3,0,2.16,149,5.93
6,1,94.45,62.98,0,1,0,3.32,99,39.15
10,3,54.98,48.78,2,1,1,3.06,88,57.17
0,5,62.26,29.67,0,1,0,6.63,121,0.0
16,3,21.48,43.09,3,0,2,2.9,78,56.8
14,5,88.11,90.66,3,1,2,3.32,47,71.5
7,4,56.4,67.63,1,1,2,4.61,84,51.9
8,6,42.29,60.04,1,0,2,1.96,112,49.39
7,3,69.19,78.53,3,3,2,7.27,106,73.51
15,6,32.39,27.79,0,2,2,4.45,33,24.5
18,3,89.12,89.62,1,0,2,2.64,142,78.66
2,6,20.24,0.0,0,0,0,3.12,50,0.0
9,5,79.98,61.82,0,2,2,6.29,125,54.37
0,0,91.99,70.67,3,0,0,5.3,53,51.64
10,4,49.26,40.23,0,0,0,4.29,18,6.78
5,6,83.9,62.94,3,1,3,3.49,150,58.26
8,0,11.44,35.71,3,3,0,6.9,93,25.09
10,5,60.85,58.49,2,0,0,6.14,40,36.43
7,0,37.06,51.27,2,2,1,5.81,10,46.1
9,6,37.79,31.21,0,2,3,4.18,28,35.01
18,5,45.53,45.13,0,1,3,7.39,33,30.05
19,1,58.71,57.26,1,2,2,5.76,140,57.16
0,5,60.44,47.1,3,2,0,4.04,34,26.49
9,0,30.04,39.4,1,0,2,7.26,32,20.33
20,3,39.56,46.57,0,3,3,6.87,128,23.09
12,6,27.46,37.46,3,0,1,5.94,133,26.58
4,1,61.93,45.4,2,1,1,6.1,39,32.38
14,1,14.18,47.53,2,0,3,4.04,101,32.7
3,2,43.12,26.19,1,2,0,4.54,85,7.49
0,2,93.06,79.66,3,2,3,2.65,91,74.99
15,0,93.99,68.48,2,0,1,5.07,53,47.25
12,3,51.62,50.8,1,1,2,3.72,115,43.7
18,1,27.27,35.47,0,3,1,3.58,134,37.1
8,0,57.51,61.43,3,2,2,7.19,112,55.11
20,1,48.96,51.63,0,1,3,2.49,137,42.38
10,0,8.82,20.94,1,2,1,6.48,25,16.35
17,6,94.02,75.28,3,2,0,3.19,102,76.64
2,6,34.45,24.18,1,1,0,1.67,150,20.06
2,2,40.94,46.62,3,0,3,1.74,85,46.16
18,6,51.22,51.0,1,0,3,4.08,142,46.63
20,3,84.23,85.35,2,3,2,4.23,59,74.85
22,6,76.92,69.95,2,1,0,3.42,136,47.48
7,1,23.5,30.89,1,3,3,5.51,142,28.5
0,1,69.48,63.08,3,1,1,4.41,97,36.25
23,5,83.71,64.69,1,2,0,1.94,109,41.11
14,1,69.28,58.41,1,1,1,3.59,83,44.22
5,5,17.53,21.01,2,2,3,2.11,54,24.26
18,2,53.5,71.48,3,3,3,1.88,85,74.0
21,2,80.47,87.51,3,3,2,2.75,145,72.87
6,3,22.61,32.14,1,0,2,5.7,12,32.11
18,5,53.47,42.0,0,2,3,5.68,38,32.98
18,0,65.26,51.98,1,1,2,6.67,80,43.54
12,5,62.18,38.77,1,0,1,6.04,57,20.04
15,5,14.59,4.0,1,3,0,4.71,97,10.75
6,5,29.97,19.29,1,3,0,3.38,60,3.99
22,6,54.69,34.21,0,3,0,1.53,102,17.58
23,5,23.79,36.67,2,3,3,5.38,24,36.09
23,3,35.03,39.99,3,1,0,3.24,56,35.1
17,3,42.36,42.16,1,2,0,3.0,107,41.67
1,2,6.23,16.49,0,2,3,7.35,76,8.17
8,5,50.94,36.94,1,2,1,2.55,110,31.42
10,2,94.53,80.4,1,0,0,1.69,99,62.97
23,4,41.74,54.36,2,3,3,7.2,56,44.42
13,0,29.69,29.54,1,3,3,3.34,70,32.16
12,2,27.77,36.73,1,3,2,3.86,146,35.54
3,1,51.37,41.59,2,2,0,1.99,145,30.58
19,3,46.04,47.85,0,1,2,3.92,15,51.02
8,3,82.58,74.53,3,1,3,7.33,109,73.57
2,5,62.53,58.77,1,2,3,5.66,79,44.47
23,3,40.88,54.02,3,1,2,4.34,10,33.78
4,1,39.72,35.42,0,3,3,3.34,99,28.0
0,3,54.25,24.32,1,1,3,3.7,13,32.6
1,0,27.8,13.3,1,1,0,5.17,54,3.19
10,5,43.06,36.96,1,2,2,3.03,107,47.15
2,5,30.65,29.12,0,1,2,2.41,124,16.88
20,1,51.39,41.27,0,0,3,5.68,68,22.48
12,1,54.19,72.37,3,2,2,6.72,124,57.51
7,0,81.21,93.14,3,2,2,6.91,128,80.22
0,2,27.61,26.43,1,1,2,6.55,73,8.36
11,0,86.43,74.17,0,0,1,4.68,34,42.22
3,6,53.17,30.67,1,1,1,6.23,102,16.39
23,0,70.42,72.34,3,3,3,7.06,11,66.61
6,4,60.05,76.69,3,3,3,1.64,135,81.42
11,3,79.61,73.74,3,0,2,3.97,64,66.39
0,1,64.68,48.29,3,1,1,2.72,117,29.98
3,5,6.0,2.07,2,3,0,7.48,113,0.0
4,0,40.12,28.71,2,1,1,7.08,76,12.76
1,6,89.45,86.46,3,1,1,6.31,147,56.87
17,5,45.63,65.28,2,2,3,3.28,122,64.53
22,4,79.55,66.25,1,1,2,7.21,134,38.1
23,6,83.21,64.9,2,3,1,1.68,23,60.66
6,2,34.93,44.52,1,1,3,2.63,78,44.06
18,1,82.2,88.49,2,1,1,5.2,144,69.54
12,1,38.97,47.09,1,2,3,6.26,124,41.08
1,6,7.28,1.59,1,2,2,6.8,74,0.0
2,2,67.5,34.54,0,1,1,3.3,19,21.71
13,5,78.83,79.11,3,1,3,3.84,49,58.16
10,2,45.64,58.08,2,1,2,4.23,90,59.26
0,6,20.61,13.54,0,0,3,1.66,100,10.86
22,6,60.38,53.52,1,0,0,6.68,140,20.0
17,2,71.44,71.13,1,3,1,3.53,23,60.7
12,3,63.93,66.69,3,1,1,2.7,65,61.03
23,5,37.02,51.21,3,1,2,3.96,48,51.35
23,1,38.15,44.74,3,3,3,5.76,145,45.52
23,0,54.42,40.69,1,3,0,6.73,33,26.43
6,2,22.41,8.85,0,0,0,2.79,41,4.09
21,4,81.16,79.12,2,1,2,2.54,51,54.34
12,0,14.21,7.06,0,3,1,7.16,24,0.0
17,2,48.79,60.7,2,1,2,4.81,100,57.25
20,6,82.35,61.14,1,3,0,3.69,83,48.83
3,0,52.65,47.11,1,2,2,2.7,88,44.41
10,0,73.49,49.53,0,2,0,7.47,137,20.0
3,2,26.56,41.29,3,2,3,5.82,71,43.37
6,0,45.1,34.98,2,0,0,2.81,53,34.76
9,0,69.18,53.06,1,3,0,2.05,62,51.11
20,1,84.95,70.17,2,2,0,2.7,122,41.9
20,0,62.87,68.63,3,0,0,2.99,84,47.88
9,5,26.85,30.44,2,3,1,2.17,33,38.01
7,0,18.17,28.64,3,1,2,2.88,107,40.28
12,3,80.74,68.51,1,1,3,2.2,115,48.62
21,4,54.86,53.81,1,2,3,3.77,45,47.73
23,4,21.55,43.6,3,1,0,4.42,88,23.76
5,4,48.71,43.79,2,0,1,4.23,89,31.61
4,2,16.37,20.51,2,1,3,6.48,34,21.65
16,6,14.47,24.43,2,2,0,3.02,11,29.31
7,0,87.8,100.0,3,1,2,6.82,111,76.7
4,0,54.02,43.21,2,2,1,6.95,96,26.0
0,5,27.4,23.13,3,0,0,7.26,110,4.29
9,0,84.31,62.87,0,1,0,2.59,63,52.01
9,1,94.9,92.2,2,0,1,2.97,82,71.27
13,1,84.58,62.22,1,0,0,5.24,148,31.31
4,0,72.28,50.15,0,2,0,2.35,41,34.26
17,0,91.59,93.38,1,0,2,2.01,102,82.24
16,4,22.76,54.69,3,1,3,1.94,28,67.53
11,4,83.99,81.91,3,3,2,5.14,19,82.41
4,0,37.29,22.06,1,0,2,6.33,144,22.34
12,6,7.9,2.12,0,0,0,3.05,28,0.0
16,0,7.91,17.02,1,3,1,7.1,102,9.81
8,4,21.91,28.32,1,1,2,6.25,82,29.62
6,5,75.15,55.44,1,1,0,1.96,124,37.82
12,3,85.7,88.06,3,2,2,3.94,87,71.98
8,3,16.52,17.53,1,0,0,1.91,108,11.81
9,0,81.08,57.76,0,1,1,6.99,136,38.75
8,1,72.99,58.84,0,0,2,5.96,126,46.64
7,5,9.7,43.82,2,3,3,5.62,111,47.77
17,2,70.83,61.84,0,1,0,5.6,32,43.19
11,0,8.45,7.38,0,2,2,3.21,33,13.6
11,5,28.63,50.64,3,2,2,7.1,80,35.5
15,4,52.78,36.32,0,1,0,7.04,102,12.16
8,0,86.83,100.0,2,0,2,5.94,104,64.83
2,0,14.48,4.26,0,1,0,4.31,120,0.0
20,0,36.35,53.13,3,3,2,1.78,24,59.75
1,0,56.92,48.85,2,2,0,1.67,34,48.57
13,4,71.62,76.97,3,3,0,2.33,31,63.66
6,0,87.38,69.84,2,2,0,5.07,86,57.28
5,4,47.2,44.78,1,1,1,6.29,99,16.5
1,1,80.68,60.72,3,1,0,7.19,26,49.77
21,6,60.53,58.05,3,3,1,2.55,132,61.09
10,5,23.36,31.89,0,0,3,3.15,52,35.83
8,2,57.16,74.6,2,2,3,1.82,103,73.76
17,3,33.24,50.62,2,3,3,7.43,115,47.35
0,0,68.33,61.75,1,3,1,6.19,15,34.43
13,0,30.61,36.32,1,1,0,4.38,131,10.55
11,3,28.66,39.91,3,1,1,4.95,146,34.62
13,0,90.08,58.1,0,2,0,4.87,145,32.29
2,4,86.78,76.49,3,2,0,3.03,29,60.49
22,2,45.66,32.2,2,2,1,2.61,65,36.68
5,0,73.89,58.39,0,0,2,3.28,42,30.81
16,3,93.39,85.47,1,2,3,2.98,73,87.36
17,3,12.98,48.14,3,0,2,4.85,147,44.43
8,5,59.55,50.18,2,3,1,3.35,117,53.65
3,1,27.81,15.39,0,3,2,5.87,118,0.0
7,3,77.0,75.51,0,2,3,4.91,69,56.81
19,5,14.13,42.38,3,1,2,4.69,142,38.33
21,1,75.99,62.33,0,2,3,7.21,139,43.78
22,5,23.05,34.27,2,1,3,3.43,123,32.96
5,5,46.04,52.82,3,2,2,5.31,124,46.68
14,3,78.24,75.38,0,0,3,1.5,101,65.04
3,6,11.07,0.0,0,1,1,5.92,23,0.0
17,6,88.54,83.5,3,3,1,4.52,50,93.41
9,1,24.56,28.1,3,0,0,2.75,118,30.94
17,6,50.07,52.82,2,1,0,1.51,56,54.73
16,0,71.11,71.89,0,1,2,5.74,34,51.36
23,0,16.11,24.66,0,0,3,5.48,143,17.18
11,0,59.79,51.57,3,1,0,5.49,78,45.08
8,2,51.4,77.51,3,2,2,4.12,131,59.01
12,6,57.73,39.84,3,0,0,5.34,50,40.99
3,4,64.62,71.68,3,0,3,4.93,60,53.43
2,4,42.86,37.37,1,3,2,2.93,58,29.56
12,0,31.89,35.24,1,1,1,4.61,62,18.81
19,3,21.55,26.01,1,1,1,4.59,71,21.1
12,2,89.52,85.38,2,2,3,6.44,51,66.89
18,3,41.12,42.66,0,2,1,4.1,124,24.59
4,1,30.4,13.29,0,3,0,4.12,55,5.2
10,1,9.73,22.45,3,0,2,7.41,72,27.26
14,6,72.61,75.27,1,3,2,6.87,131,46.09
8,3,52.5,55.35,0,2,2,2.95,71,52.65
0,2,22.19,22.22,2,0,1,6.96,11,19.45
1,0,85.4,63.18,1,3,1,2.33,10,40.44
22,5,89.04,73.9,0,1,0,6.62,71,43.42
14,3,84.26,72.47,1,1,3,2.6,101,63.43
6,2,55.49,38.17,1,3,0,4.05,142,18.23
6,4,38.6,47.74,2,2,1,7.4,28,33.42
0,0,19.57,24.33,3,1,0,2.08,86,19.29
22,3,38.95,35.98,3,1,0,6.54,50,31.59
2,6,60.1,55.89,3,2,0,4.47,73,37.01
18,3,25.39,36.35,1,0,1,2.17,72,35.67
5,0,46.76,41.38,2,1,3,7.21,54,29.81
8,1,56.58,49.17,0,2,0,4.8,12,26.13
6,0,70.83,75.38,2,3,3,6.78,20,67.49
19,3,13.22,33.9,2,3,2,6.71,83,31.29
0,2,83.03,81.47,3,1,3,1.59,41,78.21
8,0,46.05,50.54,0,0,2,3.09,56,49.03
6,4,57.37,74.71,3,3,3,3.52,22,71.32
6,1,89.63,83.28,2,2,2,4.71,16,73.03
4,2,20.12,16.59,0,1,3,1.93,27,16.99
21,6,84.6,75.59,3,3,0,3.83,63,57.02
9,0,77.4,86.06,1,2,3,6.39,33,59.69
10,1,94.46,82.42,1,1,0,2.54,42,62.97
9,2,40.37,31.78,0,0,0,5.71,52,14.29
23,3,16.42,20.21,0,0,2,4.26,51,6.39
8,1,6.28,25.18,0,2,1,1.92,11,9.81
8,6,76.33,68.21,1,0,0,2.56,26,38.9
7,0,17.29,35.51,1,1,3,2.35,143,49.36
7,6,32.54,47.41,1,2,2,5.22,104,35.54
2,3,93.86,69.78,2,0,1,2.02,27,47.16
14,0,44.79,53.55,3,3,1,6.44,50,39.76
0,0,25.81,46.71,3,1,2,6.34,64,32.07
5,0,72.79,57.98,1,3,1,1.98,137,45.01
4,2,29.44,47.54,3,0,2,6.83,134,27.46
6,2,52.79,47.42,2,1,0,7.25,118,37.79
18,4,19.16,26.46,1,3,1,1.76,25,46.93
14,2,46.47,41.58,0,2,0,7.2,79,15.64
23,5,14.78,4.84,1,3,1,3.18,78,6.29
8,2,74.58,63.96,0,2,1,5.49,99,46.26
22,1,37.86,42.48,0,2,2,2.55,129,22.74
1,1,33.69,47.2,3,1,3,6.4,55,45.11
12,2,94.44,61.28,0,1,2,6.55,88,43.38
19,5,79.67,74.94,2,0,3,7.37,47,56.67
12,1,54.85,42.69,0,1,1,7.46,39,16.16
22,1,89.98,82.11,2,0,1,1.96,54,68.96
7,6,24.03,46.9,3,1,2,5.45,113,31.92
0,4,56.61,37.72,1,2,0,3.14,71,17.32
18,1,88.62,79.91,0,0,1,2.25,106,57.05
1,6,56.27,45.58,0,1,3,2.39,107,37.5
18,1,32.72,48.66,3,2,1,7.12,61,54.06
17,1,78.05,78.96,0,0,3,5.6,144,60.97
20,3,17.49,21.06,1,3,2,1.8,16,9.55
11,4,18.68,32.91,3,3,0,7.41,136,12.71
21,1,70.8,59.05,2,0,1,6.35,11,63.81
4,5,11.24,20.5,3,0,1,3.36,63,15.67
10,1,9.56,42.12,3,0,3,4.33,126,29.57
2,5,39.12,30.07,2,1,1,5.86,106,28.82
18,0,40.81,59.83,3,0,1,5.56,55,42.89
17,3,47.27,59.83,0,0,2,4.28,134,45.18
19,4,71.67,63.46,0,1,3,4.57,29,50.48
18,1,56.2,67.14,1,2,2,1.76,104,74.87
7,4,69.22,89.44,3,0,3,4.5,83,71.01
1,4,9.49,7.38,2,2,0,3.54,39,1.01
22,4,33.41,46.66,1,1,3,3.21,139,45.04
11,2,91.98,64.44,0,0,0,3.12,117,35.11
2,5,43.5,57.11,3,0,3,5.39,11,47.28
22,5,25.02,19.84,3,3,2,4.08,22,37.55
23,2,94.29,86.0,0,0,2,4.05,17,59.53
10,5,42.02,30.47,1,0,0,2.46,68,17.68
18,6,48.09,58.25,2,2,2,7.27,68,42.61
0,5,25.14,2.4,0,2,0,2.84,112,0.0
2,5,64.07,64.61,2,3,2,3.94,105,50.6
6,5,23.65,32.43,3,0,1,2.64,12,36.32
15,5,59.89,52.33,3,0,0,5.72,77,35.97
3,2,73.17,71.52,3,2,1,4.12,120,57.52
0,5,63.72,56.0,3,0,0,3.98,136,23.97
16,1,13.13,19.12,1,1,0,6.75,51,12.21
18,2,12.18,13.83,1,1,0,6.06,16,9.99
17,6,80.81,64.3,1,3,1,4.62,31,58.13
19,1,86.41,100.0,3,3,2,4.31,57,94.98
19,5,17.21,38.32,2,3,2,7.26,72,26.98
14,2,38.79,34.14,1,2,0,7.24,59,13.7
12,1,63.87,63.43,2,1,1,5.73,22,53.68
20,0,80.19,52.1,0,2,2,6.06,57,40.39
8,3,86.81,70.23,1,0,0,6.89,50,44.45
2,3,67.88,38.79,0,2,0,7.29,78,3.61
18,3,18.27,42.03,3,1,0,1.99,21,46.71
6,0,74.15,43.11,0,3,0,7.48,121,11.84
23,1,82.31,81.64,3,0,0,5.72,68,54.37
9,0,36.62,51.93,0,0,2,5.06,54,31.3
20,2,49.47,35.59,0,3,3,3.98,137,36.01
1,6,19.97,26.5,2,0,3,3.52,114,18.54
15,1,32.41,34.83,0,2,2,6.33,29,18.46
10,4,83.28,75.07,0,1,1,5.43,30,45.53
11,0,13.0,11.21,1,1,3,2.7,10,22.01
6,3,73.62,77.37,2,1,3,5.16,89,64.64
23,6,13.79,10.4,0,2,1,2.35,60,3.78
9,2,31.34,25.58,0,0,0,4.48,62,11.16
20,1,57.42,64.82,1,2,1,5.0,81,41.89
10,3,5.3,21.31,2,3,1,5.31,86,29.34
1,1,65.78,50.51,0,1,2,2.37,10,40.85
21,6,33.46,26.25,1,2,0,2.07,25,11.28
4,5,72.37,51.8,0,3,2,3.05,121,38.77
6,4,92.77,79.66,1,3,1,5.14,144,63.1
20,4,42.48,45.84,1,2,1,7.09,128,27.96
21,4,7.7,10.1,2,3,0,6.17,137,0.0
22,5,81.4,65.68,0,3,2,5.97,75,44.39
10,3,29.71,42.71,3,2,0,3.48,126,48.27
18,6,18.38,18.69,0,0,3,2.17,134,21.76
7,2,84.13,81.9,3,3,2,6.85,135,90.2
17,0,25.93,53.9,2,1,3,4.51,31,40.82
12,4,59.48,52.59,1,2,2,2.1,30,49.77
1,4,27.86,47.34,1,2,3,4.71,66,36.12
10,6,69.12,74.51,3,1,0,5.55,81,55.49
11,2,63.39,63.8,3,3,0,3.42,145,52.15
6,2,50.83,69.17,2,2,3,1.56,54,58.72
8,3,54.95,57.97,0,2,2,5.23,127,38.36
12,2,25.45,42.61,3,3,2,1.74,135,50.99
1,5,6.97,0.0,1,1,1,4.1,146,0.0
3,2,77.06,56.14,0,3,1,6.45,36,35.15
18,5,85.04,99.0,3,0,2,7.49,44,74.88
8,2,75.01,58.86,0,2,1,3.72,41,50.58
14,1,68.71,41.69,1,0,0,1.62,113,37.5
13,6,47.47,28.7,0,0,1,4.46,106,34.89
13,3,57.55,62.75,1,0,1,3.16,67,49.86
9,4,67.25,80.98,3,3,3,6.86,22,69.13
11,4,7.36,19.52,0,1,1,5.77,83,14.59
19,2,43.13,42.19,0,1,1,3.93,113,14.89
23,6,25.22,35.68,3,1,2,6.07,76,27.87
6,2,37.8,42.16,0,2,0,3.55,47,21.46
16,6,72.43,62.55,0,3,2,4.63,93,48.47
23,3,37.7,35.4,2,2,0,7.04,103,21.17
0,0,71.52,63.72,1,0,3,2.7,93,48.43
18,0,92.46,90.54,3,2,1,3.38,133,89.24
11,6,88.1,70.88,0,0,1,6.81,54,32.81
23,3,79.5,74.36,2,0,1,4.27,95,53.05
13,2,81.77,81.27,3,0,1,3.41,130,74.32
20,5,40.45,40.81,2,2,2,1.72,39,48.49
3,4,70.84,39.37,0,3,2,4.01,49,30.26
3,4,65.03,45.0,0,0,3,4.5,16,35.39
22,4,93.46,74.08,0,3,3,3.94,62,73.13
12,1,56.74,61.9,3,1,1,3.16,16,46.39
13,0,43.68,33.74,0,1,2,3.71,115,18.16
4,5,80.35,41.6,0,0,1,5.35,22,16.18
5,0,72.46,53.15,1,0,3,6.85,107,37.05
19,5,16.24,24.4,1,2,0,5.4,91,19.64
7,0,58.67,64.05,0,1,3,5.38,149,43.24
14,1,58.31,47.43,1,0,1,6.4,59,22.63
7,4,61.85,69.73,3,2,2,2.49,58,64.71
6,4,89.73,76.91,0,1,2,3.31,44,50.4
3,5,59.18,52.77,3,1,1,1.8,85,39.76
22,4,83.3,90.28,2,3,3,3.6,40,65.68
22,0,37.25,34.72,1,1,1,7.49,25,14.68
2,5,10.16,9.5,2,1,2,3.48,143,2.3
8,1,38.77,57.52,1,2,3,6.66,105,44.81
13,0,52.94,35.94,0,3,0,2.01,26,36.89
9,6,80.0,67.08,0,2,3,4.26,97,46.71
17,1,61.87,69.79,0,1,3,3.61,52,65.38
6,3,44.8,56.4,2,1,1,2.71,35,54.66
1,3,46.57,38.81,0,0,3,3.74,76,31.67
8,5,94.7,64.15,0,0,0,5.41,121,39.35
14,0,17.72,23.5,0,3,0,4.44,10,16.31
4,0,23.5,23.55,0,2,3,6.57,60,15.14
19,2,61.28,79.66,3,1,3,6.93,139,76.99
0,3,68.13,38.22,0,3,0,4.39,65,19.65
1,5,40.55,45.1,2,3,2,7.39,23,21.57
12,4,7.89,2.92,1,2,0,1.93,70,12.53
12,1,51.98,41.0,0,1,3,3.16,106,51.73
7,6,17.99,46.22,1,2,3,4.0,150,35.96
6,3,10.04,5.19,0,3,1,5.0,98,0.68
1,6,36.03,27.66,1,2,0,4.78,17,9.13
15,6,17.21,35.04,3,1,0,4.91,124,10.96
9,0,44.51,56.52,2,2,2,6.88,119,41.27
2,3,73.55,65.79,3,3,3,3.17,101,66.88
9,2,9.23,34.06,2,1,2,6.4,136,27.38
22,3,49.99,64.74,3,0,1,4.85,118,46.67
6,2,49.73,46.2,0,2,2,4.44,42,33.18
21,3,5.16,10.49,0,2,3,3.3,69,13.91
6,3,71.44,70.58,1,3,3,3.32,81,57.15
4,1,13.08,1.72,2,0,0,3.83,78,0.96
6,2,88.88,72.18,3,3,0,6.08,100,57.85
7,1,62.54,52.22,0,3,1,4.36,108,34.74
2,5,30.9,16.68,0,2,1,2.42,24,9.68
14,4,88.28,78.14,3,0,2,6.06,90,60.3
8,2,41.04,58.3,2,0,3,5.48,15,57.91
17,2,28.42,44.12,1,1,2,7.2,82,32.42
11,0,39.61,39.01,0,0,3,4.68,69,30.84
10,2,60.04,47.12,2,2,1,5.43,38,47.26
11,6,70.12,72.22,3,3,2,4.38,149,60.76
3,0,64.56,59.19,0,1,2,5.58,46,33.75
17,1,87.91,77.5,0,2,1,4.12,17,64.83
2,5,91.06,78.67,3,3,2,2.33,60,70.08
17,3,22.74,43.76,3,3,2,7.42,116,44.51
23,0,87.13,74.77,0,2,2,5.82,11,49.24
18,3,14.6,32.97,2,0,1,5.15,79,17.49
10,5,91.12,92.56,3,0,1,4.39,68,73.68
7,2,28.34,29.73,0,3,3,5.77,132,21.41
20,2,28.92,29.67,0,3,2,2.26,10,25.0
6,4,42.94,27.69,0,3,0,3.46,12,12.9
11,4,21.36,40.98,3,1,2,2.25,89,38.64
18,6,79.49,71.62,3,0,2,2.26,35,70.58
22,1,16.23,20.93,0,2,3,1.63,109,27.13
22,1,44.54,47.86,0,2,3,6.04,49,35.83
2,1,86.64,77.31,2,0,2,2.86,89,59.55
21,4,62.19,59.56,3,1,0,6.49,15,49.92
2,3,59.64,38.82,3,1,1,6.93,107,47.45
14,2,94.52,72.54,0,1,0,2.51,83,49.15
22,4,7.03,21.15,1,3,0,5.75,10,13.05
15,2,33.78,30.45,0,1,3,4.26,47,28.19
22,1,16.25,8.72,0,3,0,7.01,18,0.0
8,3,21.61,36.21,2,0,0,4.41,16,17.83
7,3,24.44,37.43,1,3,1,3.77,108,15.62
7,2,61.42,70.9,2,2,1,3.27,70,47.78
8,3,29.49,46.33,1,2,2,6.92,123,29.2
16,6,64.78,54.91,2,1,1,2.86,46,61.72
10,1,71.43,75.07,2,0,3,6.47,111,64.98
17,1,41.17,41.03,0,0,0,2.67,96,24.58
9,3,53.27,54.75,0,1,3,5.36,103,47.3
7,0,16.89,36.72,1,1,3,4.21,126,37.51
4,1,72.74,51.46,0,0,2,2.13,109,26.8
13,3,42.72,27.71,0,0,0,2.26,115,16.43
21,3,80.12,68.99,1,2,2,3.19,114,61.03
20,4,52.36,42.85,1,2,2,6.1,73,45.9
6,0,67.71,56.69,1,0,2,5.87,112,38.69
11,5,37.27,28.37,0,3,1,2.73,128,27.94
16,3,38.46,38.35,0,3,1,4.36,114,28.08
14,1,44.29,54.86,3,3,1,2.08,95,66.23
1,2,62.24,52.82,2,0,2,5.8,20,34.67
14,1,50.59,57.15,1,1,1,6.26,71,35.95
0,3,77.38,60.33,0,0,1,6.86,18,28.31
2,3,9.93,12.63,1,0,3,6.81,24,15.45
15,3,86.05,82.34,3,3,1,3.53,60,79.24
2,3,88.34,87.1,3,3,2,3.03,75,67.1
8,6,26.97,44.93,3,0,3,6.88,84,40.82
14,6,14.07,14.9,0,1,3,2.38,136,27.11
15,3,56.47,62.75,1,0,2,1.86,117,48.42
10,6,10.78,19.6,0,3,1,3.39,69,19.41
2,5,25.67,31.0,3,2,0,6.06,57,8.25
19,5,50.68,55.7,0,1,3,5.67,110,40.35
22,1,60.24,59.59,2,3,2,7.42,48,42.61
21,3,22.49,19.8,1,0,2,3.66,134,23.14
17,2,88.95,94.0,2,1,3,3.16,120,90.41
9,0,21.32,47.97,3,2,1,3.77,106,52.45
21,0,18.83,27.26,1,1,0,6.19,45,1.53
11,4,19.61,29.61,0,2,2,2.79,97,24.68
3,2,88.66,83.34,2,0,3,7.19,125,56.57
20,5,84.09,84.02,2,2,0,4.58,20,40.39
7,4,7.97,11.88,0,2,3,6.2,34,19.61
22,0,70.4,60.3,0,0,2,6.46,82,43.01
8,5,11.61,22.8,2,1,2,4.37,60,36.56
20,3,11.78,41.35,2,1,3,5.95,110,31.52
12,3,11.84,8.66,0,2,1,3.69,66,9.57
11,6,79.67,80.42,2,1,2,6.37,150,57.11
7,4,43.47,38.15,1,1,0,6.44,52,19.49
